,PID,MSSubClass,Foundation,PavedDrive,BsmtUnfSF,AllBathBsmt,AllBathAbv,HeatingQC,Neighborhood,YearBuilt,SalePrice,GarageCars,PorchArea,GoodLivArea,CentralAir,KitchenQual,ExterQual,BsmtCond,FireplaceQu,GarageQual,HasPool
529,528328100,2Fl,PConc,Y,1393.0,0.0,2.5,Excellent,NoRidge,1999,333168,3.0,698,2599.0,Y,Good,Gd,Typical,TA,Typical,0
530,528340030,2Fl,PConc,Y,736.0,1.0,2.5,Excellent,NoRidge,1998,410000,3.0,195,3750.0,Y,Good,Gd,Typical,TA,Typical,0
531,528344020,2Fl,PConc,Y,341.0,1.0,2.5,Excellent,NoRidge,1998,322500,3.0,346,3630.0,Y,Good,Gd,Typical,TA,Typical,0
532,528344040,2Fl,PConc,Y,503.0,1.0,2.5,Excellent,NoRidge,1998,340000,3.0,126,3231.0,Y,Good,Gd,Typical,TA,Typical,0
533,528344060,2Fl,PConc,Y,130.0,1.0,2.5,Excellent,NoRidge,1998,280000,2.0,657,2880.0,Y,Good,Gd,Typical,TA,Typical,0
534,528344070,2Fl,PConc,Y,1629.0,0.0,2.5,Excellent,NoRidge,1998,355000,3.0,451,2475.0,Y,Good,Gd,Typical,TA,Typical,0
535,528344100,2Fl,PConc,Y,371.0,1.0,2.5,Excellent,NoRidge,1998,336000,3.0,250,3466.0,Y,Good,Gd,Typical,TA,Typical,0
536,528346050,1Fl,PConc,Y,322.0,1.0,2.0,Excellent,NoRidge,1998,350000,3.0,177,3666.0,Y,Good,Gd,Typical,TA,Typical,0
537,528348030,2Fl,PConc,Y,1066.0,0.0,2.5,Excellent,NoRidge,1998,252000,3.0,158,2385.0,Y,Good,Gd,Typical,TA,Typical,0
538,528351010,2Fl,PConc,Y,989.0,0.5,3.5,Excellent,NoRidge,1994,755000,3.0,432,5771.0,Y,Excellent,Ex,Typical,Ex,Typical,0
539,528354050,2Fl,PConc,Y,1264.0,0.0,2.5,Excellent,NoRidge,1996,265000,3.0,220,2344.0,Y,Good,Gd,Typical,TA,Typical,0
540,528354060,2Fl,PConc,Y,255.0,1.0,2.5,Excellent,NoRidge,1996,269790,2.0,310,2875.0,Y,Typical,Gd,Typical,TA,Typical,0
541,528354100,2Fl,PConc,Y,213.0,1.0,2.5,Excellent,NoRidge,1996,279500,2.0,168,2976.0,Y,Good,Gd,Typical,TA,Typical,0
542,528354110,2Fl,PConc,Y,660.0,1.0,2.5,Excellent,NoRidge,1996,315750,3.0,299,3117.0,Y,Good,Gd,Typical,TA,Typical,0
543,528358010,1Fl,PConc,Y,801.0,1.0,2.0,Excellent,NoRidge,1996,260400,2.0,450,2639.0,Y,Good,Gd,Typical,TA,Typical,0
544,528358030,2Fl,PConc,Y,815.0,0.0,2.5,Excellent,NoRidge,1995,350000,3.0,644,3253.0,Y,Good,Gd,Typical,Ex,Typical,0
545,528360050,2Fl,PConc,Y,48.0,1.0,3.5,Excellent,NoRidge,1993,584500,3.0,1166,5185.0,Y,Excellent,Gd,Typical,TA,Typical,0
546,528363020,2Fl,PConc,Y,1242.0,0.0,2.5,Excellent,NoRidge,1995,290000,3.0,279,2501.0,Y,Good,Gd,Typical,TA,Typical,0
547,528363050,1Fl,PConc,Y,262.0,1.0,2.0,Excellent,NoRidge,1994,315000,3.0,238,3825.0,Y,Good,Gd,Typical,Gd,Typical,0
548,528363070,2Fl,PConc,Y,742.0,1.0,2.5,Excellent,NoRidge,1994,321000,3.0,295,3042.0,Y,Good,Gd,Typical,TA,Typical,0
549,528363110,1Fl,PConc,Y,413.0,1.0,2.5,Excellent,NoRidge,1995,350000,3.0,282,3809.0,Y,Good,Gd,Typical,TA,Typical,0
550,528363130,2Fl,PConc,Y,431.0,1.0,2.5,Excellent,NoRidge,1994,325000,2.0,218,3654.0,Y,Good,Gd,Typical,TA,Typical,0
551,528364110,2Fl,PConc,Y,1198.0,0.0,2.5,Excellent,NoRidge,1995,290000,3.0,320,2651.0,Y,Good,Gd,Typical,TA,Typical,0
552,528365060,2Fl,PConc,Y,138.0,1.0,2.5,Excellent,NoRidge,1993,341000,3.0,620,3591.0,Y,Good,Gd,Typical,TA,Typical,0
553,528365070,2Fl,PConc,Y,360.0,1.0,2.5,Excellent,NoRidge,1993,260000,3.0,544,3633.0,Y,Good,Gd,Typical,TA,Typical,0
554,528365080,2Fl,PConc,Y,0.0,1.0,2.5,Excellent,NoRidge,1993,287500,3.0,484,3277.0,Y,Good,Gd,Typical,Gd,Typical,0
555,528365090,2Fl,PConc,Y,425.0,1.0,2.5,Excellent,NoRidge,1994,290000,3.0,387,3266.0,Y,Good,Gd,Typical,TA,Typical,0
556,528366040,2Fl,PConc,Y,0.0,1.0,2.5,Excellent,NoRidge,1993,315000,3.0,568,4085.0,Y,Good,Gd,Typical,TA,Typical,0
557,528366050,1Fl,PConc,Y,1969.0,1.0,3.0,Excellent,NoRidge,1992,430000,2.0,630,4459.0,Y,Good,Gd,Typical,Gd,Typical,0
558,528366070,2Fl,PConc,Y,770.0,1.0,2.5,Excellent,NoRidge,1992,263000,2.0,209,2537.0,Y,Good,Gd,Typical,TA,Typical,0
559,528376010,2Fl,PConc,Y,100.0,0.0,2.5,Excellent,NoRidge,1996,330000,3.0,290,3763.0,Y,Good,Gd,Typical,TA,Typical,0
560,528382020,2Fl,PConc,Y,628.0,0.0,2.5,Excellent,NoRidge,1999,290000,3.0,189,2794.0,Y,Good,Gd,Typical,Gd,Typical,0
561,528382030,2Fl,PConc,Y,1195.0,0.0,2.5,Good,NoRidge,1998,221000,2.0,81,1839.0,Y,Typical,Gd,Typical,None,Typical,0
562,528385050,2Fl,PConc,Y,254.0,1.0,2.5,Excellent,NoRidge,1995,260000,2.0,607,2877.0,Y,Good,Gd,Typical,TA,Typical,0
563,528386040,1Fl,PConc,Y,1217.0,1.0,2.5,Excellent,NoRidge,1995,410000,3.0,369,4054.0,Y,Good,Gd,Typical,Ex,Typical,0
564,528387030,2Fl,PConc,Y,549.0,1.0,2.5,Excellent,NoRidge,1993,263550,2.0,338,2856.0,Y,Good,Gd,Typical,TA,Typical,0
565,528387050,2Fl,PConc,Y,223.0,1.0,2.5,Excellent,NoRidge,1994,271000,2.0,303,3127.0,Y,Good,Gd,Typical,TA,Typical,0
566,528390020,1Fl,PConc,Y,672.0,1.0,2.0,Excellent,NoRidge,1994,301500,2.0,298,3301.0,Y,Good,Gd,Typical,TA,Typical,0
567,528390100,2Fl,PConc,Y,88.0,1.0,2.5,Excellent,NoRidge,1994,402000,3.0,593,3989.0,Y,Good,Gd,Good,TA,Typical,0
568,528390210,2Fl,PConc,Y,378.0,0.0,2.5,Excellent,NoRidge,1994,248000,2.0,266,2445.0,Y,Good,Gd,Typical,Gd,Typical,0
569,528427010,1Fl,PConc,Y,1580.0,0.0,2.0,Excellent,Somerst,2007,235128,3.0,24,1580.0,Y,Good,Gd,Typical,None,Typical,0
570,528427020,1Fl,PConc,Y,1468.0,0.0,2.0,Excellent,Somerst,2008,244600,3.0,360,1468.0,Y,Good,Gd,Typical,Gd,Typical,0
571,528427040,1Fl,PConc,Y,1369.0,0.0,2.0,Excellent,Somerst,2007,213133,2.0,203,1369.0,Y,Good,Gd,Typical,None,Typical,0
572,528427070,2Fl,PConc,Y,894.0,0.0,2.5,Excellent,Somerst,2007,214000,3.0,118,1933.0,Y,Good,Gd,Typical,Gd,Typical,0
573,528429050,1Fl,PConc,Y,1550.0,0.0,2.0,Excellent,Somerst,2006,232000,3.0,248,1598.0,Y,Good,Gd,Typical,Gd,Typical,0
574,528429070,1Fl,PConc,Y,482.0,1.0,2.0,Good,Somerst,2006,240000,3.0,26,2674.0,Y,Good,Gd,Typical,Gd,Typical,0
575,528429090,1Fl,PConc,Y,1905.0,0.0,2.0,Excellent,Somerst,2006,320000,3.0,191,1905.0,Y,Excellent,Ex,Good,Gd,Typical,0
576,528429100,1Fl,PConc,Y,108.0,1.0,2.5,Excellent,Somerst,2006,336820,3.0,440,3232.0,Y,Good,Gd,Good,Gd,Typical,0
577,528429110,1Fl,PConc,Y,556.0,1.0,2.0,Excellent,Somerst,2007,282922,3.0,328,2393.0,Y,Good,Gd,Typical,None,Typical,0
578,528429120,1Fl,PConc,Y,356.0,1.0,1.5,Excellent,Somerst,2005,423000,3.0,459,3818.0,Y,Excellent,Gd,Typical,Ex,Typical,0
579,528431020,1Fl,PConc,Y,1696.0,0.0,2.0,Excellent,Somerst,2008,275000,3.0,176,1696.0,Y,Good,Gd,Typical,None,Typical,0
580,528431040,1Fl,PConc,Y,394.0,1.0,2.0,Excellent,Somerst,2007,419005,3.0,128,3538.0,Y,Excellent,Ex,Typical,Gd,Typical,0
581,528431050,1Fl,PConc,Y,1560.0,1.0,2.0,Excellent,Somerst,2006,255000,3.0,60,1699.0,Y,Good,Gd,Typical,Gd,Typical,0
582,528431060,1Fl,PConc,Y,1530.0,0.0,2.0,Excellent,Somerst,2007,245000,3.0,243,1596.0,Y,Good,TA,Typical,Gd,Typical,0
583,528431070,1Fl,PConc,Y,1614.0,0.0,2.5,Excellent,Somerst,2008,257500,3.0,188,1658.0,Y,Good,Gd,Typical,Gd,Typical,0
584,528431120,2Fl,PConc,Y,1341.0,0.0,3.0,Excellent,Somerst,2007,257000,3.0,204,1861.0,Y,Good,Gd,Typical,Gd,Typical,0
585,528435020,2Fl,PConc,Y,226.0,1.0,2.5,Excellent,Somerst,2007,297900,3.0,276,2603.0,Y,Good,Gd,Typical,Gd,Typical,0
586,528435040,1Fl,PConc,Y,600.0,1.0,2.0,Excellent,Somerst,2007,311872,3.0,575,2852.0,Y,Excellent,Ex,Typical,Gd,Typical,0
587,528435050,1Fl,PConc,Y,408.0,1.0,2.0,Excellent,Somerst,2007,275500,3.0,69,2996.0,Y,Good,Gd,Typical,Gd,Typical,0
588,528435070,1Fl,PConc,Y,1588.0,0.0,2.0,Excellent,Somerst,2006,227000,3.0,189,1588.0,Y,Good,Gd,Good,Gd,Typical,0
589,528439010,1Fl,PConc,Y,794.0,0.0,2.0,Excellent,Somerst,2006,247000,2.0,20,2126.0,Y,Good,Gd,Typical,Gd,Typical,0
590,528439030,1Fl,PConc,Y,1616.0,0.0,2.0,Excellent,Somerst,2005,232000,3.0,267,1616.0,Y,Good,Gd,Typical,None,Typical,0
591,528439040,1Fl,PConc,Y,769.0,1.0,2.0,Excellent,Somerst,2005,260000,2.0,186,2307.0,Y,Good,Gd,Typical,None,Typical,0
592,528439060,1Fl,PConc,Y,1043.0,0.0,2.0,Excellent,Somerst,2006,245000,2.0,347,1811.0,Y,Good,Gd,Typical,Gd,Typical,0
593,528439080,1Fl,PConc,Y,716.0,1.0,2.0,Excellent,Somerst,2005,249000,2.0,227,2284.0,Y,Good,Gd,Good,Gd,Typical,0
594,528441020,2Fl,PConc,Y,772.0,0.0,2.5,Excellent,Somerst,2005,253000,2.0,48,2312.0,Y,Good,Gd,Typical,Gd,Typical,0
595,528441080,1Fl,PConc,Y,317.0,1.0,2.0,Excellent,Somerst,2004,307000,2.0,312,3063.0,Y,Good,Gd,Typical,Gd,Typical,0
596,528441090,1Fl,PConc,Y,300.0,1.0,2.0,Excellent,Somerst,2005,468000,3.0,296,4648.0,Y,Excellent,Ex,Typical,Gd,Typical,0
597,528445060,1Fl,PConc,Y,1595.0,0.0,2.0,Excellent,Somerst,2005,221500,3.0,144,1595.0,Y,Good,Gd,Typical,Gd,Typical,0
598,528445070,2Fl,PConc,Y,1302.0,0.0,2.5,Excellent,Somerst,2006,221300,3.0,40,1830.0,Y,Good,Gd,Typical,None,Typical,0
599,528456180,2Fl,PConc,Y,78.0,1.0,2.5,Excellent,Somerst,2009,252678,2.0,276,2674.0,Y,Good,TA,Typical,TA,Typical,0
600,528456200,1Fl,PConc,Y,1254.0,0.0,2.0,Excellent,Somerst,2006,198600,2.0,60,1302.0,Y,Good,Gd,Typical,None,Typical,0
601,528456220,2Fl,PConc,Y,768.0,0.0,2.5,Excellent,Somerst,2008,210000,2.0,30,1590.0,Y,Good,Gd,Typical,None,Typical,0
602,528456230,1Fl,PConc,Y,1335.0,0.0,2.0,Excellent,Somerst,2006,210400,2.0,210,1335.0,Y,Good,Gd,Typical,None,Typical,0
603,528456240,1Fl,PConc,Y,1191.0,0.0,2.0,Excellent,Somerst,2009,208300,2.0,102,1245.0,Y,Good,Gd,Typical,None,Typical,0
604,528458030,1Fl,PConc,Y,1339.0,0.0,2.0,Excellent,Somerst,2007,212700,2.0,305,1396.0,Y,Good,Gd,Typical,None,Typical,0
605,528458060,1Fl,PConc,Y,1402.0,0.0,2.0,Excellent,Somerst,2008,229800,2.0,331,1402.0,Y,Good,Gd,Typical,None,Typical,0
606,528458070,2Fl,PConc,Y,732.0,0.0,2.5,Excellent,Somerst,2009,215200,2.0,214,1571.0,Y,Good,TA,Typical,None,Typical,0
607,528458080,2Fl,PConc,Y,546.0,0.0,2.5,Excellent,Somerst,2007,255000,2.0,280,2142.0,Y,Good,Gd,Typical,None,Typical,0
608,528458110,1Fl,PConc,Y,488.0,1.0,2.0,Excellent,Somerst,2008,262500,2.0,312,2644.0,Y,Good,Gd,Typical,None,Typical,0
609,528458120,2Fl,PConc,Y,1088.0,0.0,2.5,Excellent,Somerst,2006,270000,3.0,254,1959.0,Y,Good,Gd,Typical,Gd,Typical,0
610,528458140,1Fl,PConc,Y,1530.0,0.0,2.0,Excellent,Somerst,2007,250000,3.0,348,1530.0,Y,Good,Gd,Typical,Gd,Typical,0
611,528458180,1Fl,PConc,Y,1348.0,0.0,2.0,Excellent,Somerst,2006,238500,2.0,140,1472.0,Y,Good,Gd,Typical,Gd,Typical,0
612,528462040,1Fl,PConc,Y,1428.0,0.0,2.0,Excellent,Somerst,2007,182000,2.0,120,1428.0,Y,Good,Gd,Typical,None,Typical,0
613,528477020,1Fl,PConc,Y,1632.0,0.0,2.0,Excellent,Somerst,2006,249700,3.0,146,1680.0,Y,Good,Gd,Typical,None,Typical,0
614,528477040,2Fl,PConc,Y,466.0,0.0,2.5,Good,Somerst,2005,226700,2.0,108,2168.0,Y,Good,Gd,Typical,None,Typical,0
615,528477050,2Fl,PConc,Y,252.0,1.0,2.5,Excellent,Somerst,2008,310000,3.0,220,2772.0,Y,Excellent,Ex,Typical,Ex,Typical,0
616,528477070,2Fl,PConc,Y,218.0,1.0,2.5,Excellent,Somerst,2006,270000,3.0,213,2477.0,Y,Good,Gd,Good,Gd,Typical,0
617,528477080,2Fl,PConc,Y,769.0,0.0,2.5,Excellent,Somerst,2004,254900,2.0,136,2169.0,Y,Good,Gd,Typical,Gd,Typical,0
618,528478030,2Fl,PConc,Y,1053.0,0.0,2.5,Excellent,Somerst,2003,250000,2.0,185,1992.0,Y,Good,Gd,Typical,Gd,Typical,0
619,528478040,2Fl,PConc,Y,1026.0,0.0,2.5,Excellent,Somerst,2005,250000,3.0,364,1958.0,Y,Good,Gd,Typical,Gd,Typical,0
620,528480020,2Fl,PConc,Y,874.0,0.0,3.0,Excellent,Somerst,2007,227875,2.0,249,1761.0,Y,Good,Gd,Typical,None,Typical,0
621,528480040,2Fl,PConc,Y,1082.0,0.0,2.5,Excellent,Somerst,2005,252000,3.0,210,1953.0,Y,Good,Gd,Typical,Gd,Typical,0
622,528480060,2Fl,PConc,Y,245.0,1.0,2.5,Excellent,Somerst,2007,339750,3.0,102,2867.0,Y,Excellent,Gd,Typical,Gd,Typical,0
623,528480070,2Fl,PConc,Y,1095.0,0.0,2.5,Good,Somerst,2006,266000,3.0,243,1939.0,Y,Good,Gd,Typical,Gd,Typical,0
624,528480090,1Fl,PConc,Y,54.0,1.0,2.0,Excellent,Somerst,2005,271500,2.0,318,2882.0,Y,Good,Gd,Typical,Gd,Typical,0
625,528480110,2Fl,PConc,Y,858.0,0.0,2.5,Excellent,Somerst,2005,200825,2.0,53,1716.0,Y,Good,Gd,Typical,None,Typical,0
626,528480130,2Fl,PConc,Y,280.0,1.0,2.0,Excellent,Somerst,2006,241000,2.0,168,2362.0,Y,Good,Gd,Typical,None,Typical,0
627,528480150,2Fl,PConc,Y,770.0,0.0,2.5,Excellent,Somerst,2006,197000,2.0,50,1576.0,Y,Good,Gd,Good,None,Typical,0
628,528480160,2Fl,PConc,Y,813.0,0.0,2.5,Excellent,Somerst,2007,205950,2.0,0,1665.0,Y,Good,Gd,Typical,None,Typical,0
629,528480180,1Fl,PConc,Y,1574.0,0.0,2.0,Excellent,Somerst,2007,261329,2.0,256,1584.0,Y,Excellent,Ex,Typical,Gd,Typical,0
630,528482010,1Fl,PConc,Y,1685.0,0.0,2.0,Excellent,Somerst,2006,253000,3.0,175,1685.0,Y,Good,Gd,Typical,Gd,Typical,0
631,528482020,1Fl,PConc,Y,1660.0,0.0,2.0,Excellent,Somerst,2007,256000,3.0,253,1660.0,Y,Good,Gd,Typical,Gd,Typical,0
632,528482030,2Fl,PConc,Y,1158.0,0.0,2.5,Excellent,Somerst,2004,265000,3.0,320,2443.0,Y,Good,Gd,Typical,Gd,Typical,0
633,528482040,1Fl,PConc,Y,222.0,1.0,2.0,Excellent,Somerst,2006,291000,3.0,288,3092.0,Y,Excellent,Gd,Typical,Gd,Typical,0
634,528482090,2Fl,PConc,Y,1580.0,0.0,3.0,Excellent,Somerst,2004,340000,2.0,373,2466.0,Y,Good,Gd,Typical,Gd,Typical,0
635,528482130,2Fl,PConc,Y,912.0,0.0,2.5,Excellent,Somerst,2003,263000,2.0,364,2094.0,Y,Good,Gd,Typical,Gd,Typical,0
636,528488100,1Fl,PConc,Y,811.0,1.0,2.0,Excellent,Somerst,2004,185000,2.0,113,1631.0,Y,Good,Gd,Typical,None,Typical,0
637,528488120,1Fl,PConc,Y,1257.0,0.0,2.0,Excellent,Somerst,2005,176000,2.0,182,1266.0,Y,Good,Gd,Typical,TA,Typical,0
638,528488130,1Fl,PConc,Y,1293.0,1.0,2.0,Excellent,Somerst,2006,187750,2.0,337,1301.0,Y,Good,Gd,Good,Gd,Typical,0
639,528488140,1Fl,PConc,Y,316.0,1.0,2.0,Excellent,Somerst,2007,230348,2.0,336,2120.0,Y,Good,Gd,Typical,None,Typical,0
640,528490040,1Fl,PConc,Y,422.0,1.0,2.0,Excellent,Somerst,2003,234500,2.0,280,2684.0,Y,Good,Gd,Typical,None,Typical,0
641,528490070,2Fl,PConc,Y,402.0,1.0,2.5,Excellent,Somerst,2003,209000,2.0,45,2063.0,Y,Good,Gd,Typical,None,Typical,0
642,528490080,2Fl,PConc,Y,361.0,0.0,2.5,Excellent,Somerst,2003,207500,2.0,272,2231.0,Y,Good,Gd,Typical,None,Typical,0
643,531363010,1Fl,PConc,Y,1218.0,0.0,1.5,Excellent,SawyerW,2007,159000,2.0,178,1218.0,Y,Good,Gd,Typical,None,Typical,0
644,531363030,1Fl,PConc,Y,1087.0,1.0,1.5,Excellent,SawyerW,2006,152000,2.0,182,1195.0,Y,Good,Gd,Good,None,Typical,0
645,531363040,1Fl,PConc,Y,1143.0,0.0,1.5,Excellent,SawyerW,2006,147000,0.0,55,1143.0,Y,Good,Gd,Good,None,No Garage,0
646,531363050,1Fl,PConc,Y,1158.0,0.0,1.5,Excellent,SawyerW,2004,143500,0.0,50,1158.0,Y,Good,TA,Typical,None,No Garage,0
647,531363060,1Fl,PConc,Y,400.0,1.0,1.0,Excellent,SawyerW,2004,141000,0.0,0,1760.0,Y,Good,TA,Typical,None,No Garage,0
648,531363080,1Fl,PConc,Y,1118.0,0.0,1.5,Excellent,SawyerW,2005,139500,0.0,54,1166.0,Y,Good,TA,Typical,None,No Garage,0
649,531367050,2Fl,PConc,Y,300.0,1.0,2.5,Excellent,SawyerW,2004,233000,2.0,45,2740.0,Y,Good,Gd,Typical,None,Typical,0
650,531369010,2Fl,PConc,Y,835.0,0.0,2.5,Excellent,SawyerW,2004,193000,2.0,237,1812.0,Y,Good,Gd,Typical,None,Typical,0
651,531369020,1Fl,PConc,Y,222.0,0.0,2.0,Excellent,SawyerW,2004,203000,3.0,246,2802.0,Y,Good,Gd,Typical,None,Typical,0
652,531369060,2Fl,PConc,Y,831.0,0.0,2.5,Excellent,SawyerW,2004,181000,2.0,212,1659.0,Y,Good,Gd,Typical,None,Typical,0
653,531371050,1Fl,PConc,Y,343.0,1.0,2.0,Excellent,SawyerW,2003,184900,2.0,41,2033.0,Y,Good,Gd,Typical,None,Typical,0
654,531371070,2Fl,PConc,Y,200.0,1.0,2.5,Excellent,SawyerW,2003,188000,2.0,209,2331.0,Y,Good,Gd,Typical,None,Typical,0
655,531373060,2Fl,PConc,Y,835.0,0.0,2.5,Excellent,SawyerW,2003,192500,2.0,236,1663.0,Y,Good,Gd,Typical,None,Typical,0
656,531375040,1Fl,PConc,Y,1114.0,0.0,1.5,Excellent,SawyerW,2004,159000,2.0,350,1114.0,Y,Good,Gd,Typical,None,Typical,0
657,531375050,1Fl,PConc,Y,1095.0,1.0,1.0,Excellent,SawyerW,2005,146000,0.0,90,1255.0,Y,Good,TA,Good,None,No Garage,0
658,531375070,1Fl,PConc,Y,1141.0,0.0,1.5,Excellent,SawyerW,2005,142500,2.0,0,1141.0,Y,Typical,Gd,Typical,None,Typical,0
659,531375090,1Fl,PConc,Y,1114.0,0.0,1.5,Excellent,SawyerW,2004,142000,0.0,39,1114.0,Y,Good,TA,Typical,None,No Garage,0
660,531375100,1Fl,PConc,Y,217.0,1.0,1.5,Excellent,SawyerW,2004,158000,2.0,50,2099.0,Y,Good,TA,Typical,None,Typical,0
661,531375110,1Fl,PConc,Y,468.0,1.0,1.5,Excellent,SawyerW,2004,159000,2.0,102,1760.0,Y,Good,TA,Typical,None,Typical,0
662,531375120,1Fl,PConc,Y,300.0,1.0,1.0,Excellent,SawyerW,2003,155000,2.0,78,1928.0,Y,Good,TA,Typical,None,Typical,0
663,531375130,1Fl,PConc,Y,278.0,1.0,2.0,Excellent,SawyerW,2003,153000,2.0,42,1950.0,Y,Good,TA,Typical,None,Typical,0
664,531375140,1Fl,PConc,Y,365.0,1.0,1.0,Excellent,SawyerW,2003,149000,2.0,0,1823.0,Y,Good,Gd,Typical,None,Typical,0
665,531376010,2Fl,PConc,Y,798.0,0.0,2.5,Excellent,SawyerW,2004,173000,2.0,183,1640.0,Y,Good,Gd,Typical,None,Typical,0
666,531376030,2Fl,PConc,Y,891.0,0.0,2.5,Excellent,SawyerW,2005,184000,2.0,245,1686.0,Y,Good,Gd,Typical,None,Typical,0
667,531376050,2Fl,PConc,Y,784.0,0.0,2.5,Excellent,SawyerW,2005,184900,2.0,177,1585.0,Y,Good,Gd,Typical,None,Typical,0
668,531376060,1Fl,PConc,Y,1461.0,0.0,2.0,Excellent,SawyerW,2006,181000,2.0,32,1486.0,Y,Good,Gd,Typical,None,Typical,0
669,531376070,1Fl,PConc,Y,1162.0,0.0,2.0,Excellent,SawyerW,2007,170000,2.0,32,1162.0,Y,Good,Gd,Typical,None,Typical,0
670,531376090,1Fl,PConc,Y,1450.0,0.0,2.0,Excellent,SawyerW,2008,224243,3.0,93,1450.0,Y,Good,Gd,Typical,None,Typical,0
671,531379030,2Fl,PConc,Y,941.0,0.0,2.5,Excellent,SawyerW,1997,187000,2.0,315,1837.0,Y,Typical,TA,Typical,None,Typical,0
672,531379050,2Fl,PConc,Y,276.0,1.0,2.5,Excellent,SawyerW,1996,220000,2.0,74,2759.0,Y,Good,Gd,Typical,TA,Typical,0
673,531380080,2Fl,PConc,Y,253.0,1.0,2.5,Excellent,SawyerW,1994,205000,2.0,130,2805.0,Y,Good,Gd,Typical,Fa,Typical,0
674,531380110,2Fl,PConc,Y,114.0,0.5,2.5,Excellent,SawyerW,1994,201000,2.0,387,2535.0,Y,Good,Gd,Good,None,Typical,0
675,531382070,1Fl,PConc,Y,868.0,1.0,2.0,Excellent,SawyerW,2005,257000,2.0,209,2820.0,Y,Good,Gd,Good,Gd,Typical,0
676,531382090,2Fl,PConc,Y,392.0,0.0,2.5,Excellent,SawyerW,1995,182000,2.0,70,1971.0,Y,Good,Gd,Typical,None,Typical,0
677,531382110,2Fl,PConc,Y,284.0,0.5,2.5,Excellent,SawyerW,1993,163000,2.0,240,2282.0,Y,Good,Gd,Typical,None,Typical,0
678,531382120,1Fl,PConc,Y,270.0,1.0,2.0,Excellent,SawyerW,1994,193500,2.0,266,2817.0,Y,Good,TA,Typical,Fa,Typical,0
679,531384030,2Fl,PConc,Y,295.0,0.0,2.5,Excellent,SawyerW,1994,189000,2.0,218,2194.0,Y,Good,Gd,Typical,None,Typical,0
680,531384070,2Fl,PConc,Y,384.0,0.0,2.5,Excellent,SawyerW,1993,191750,2.0,229,2300.0,Y,Good,Gd,Typical,None,Typical,0
681,531385020,1Fl,PConc,Y,1434.0,0.0,2.0,Excellent,SawyerW,2001,189000,2.0,329,1454.0,Y,Good,Gd,Typical,TA,Typical,0
682,531385060,2Fl,PConc,Y,355.0,1.0,2.5,Excellent,SawyerW,2001,190500,2.0,68,2149.0,Y,Good,Gd,Typical,None,Typical,0
683,531385070,1Fl,PConc,Y,1349.0,0.0,2.0,Excellent,SawyerW,2000,179000,2.0,175,1349.0,Y,Typical,TA,Typical,None,Typical,0
684,531385130,1Fl,PConc,Y,39.0,1.0,2.0,Excellent,SawyerW,1998,215000,2.0,427,2937.0,Y,Good,Gd,Typical,Fa,Typical,0
685,531450030,2Fl,PConc,Y,439.0,0.5,2.5,Good,SawyerW,1992,175000,2.0,277,2134.0,Y,Good,Gd,Typical,None,Typical,0
686,531450040,2Fl,PConc,Y,374.0,0.0,2.5,Excellent,SawyerW,1992,175900,2.0,124,1990.0,Y,Good,Gd,Typical,None,Typical,0
687,531450090,1Fl,CBlock,Y,78.0,1.0,2.0,Good,SawyerW,1991,179200,2.0,163,2494.0,Y,Good,TA,Typical,None,Typical,0
688,531450120,2Fl,PConc,Y,400.0,0.0,2.5,Excellent,SawyerW,1992,171500,2.0,259,2146.0,Y,Good,Gd,Good,None,Typical,0
689,531450170,2Fl,PConc,Y,406.0,0.0,2.5,Excellent,SawyerW,1993,187000,2.0,214,2136.0,Y,Good,Gd,Typical,None,Typical,0
690,531451020,1FlPUD,PConc,Y,598.0,1.0,2.0,Excellent,SawyerW,1993,193000,2.0,69,2623.0,Y,Good,Gd,Typical,Fa,Typical,0
691,531451030,1FlPUD,PConc,Y,1145.0,1.0,2.0,Good,SawyerW,1992,179200,2.0,52,2005.0,Y,Good,Gd,Typical,None,Typical,0
692,531451110,1FlPUD,CBlock,Y,261.0,0.0,2.0,Typical,SawyerW,1980,143000,1.0,80,1585.0,Y,Typical,TA,Typical,TA,Typical,0
693,531451150,2FlPUD,CBlock,Y,630.0,0.0,1.5,Excellent,SawyerW,1980,128000,1.0,340,1266.0,Y,Typical,TA,Typical,TA,Typical,0
694,531451280,2Fl,PConc,Y,1055.0,0.0,2.5,Excellent,SawyerW,1992,189000,2.0,739,1845.0,Y,Good,Gd,Typical,TA,Typical,0
695,531452010,2FlPUD,CBlock,Y,626.0,0.0,1.5,Typical,SawyerW,1980,120000,1.0,28,1217.0,Y,Typical,TA,Typical,TA,Typical,0
696,531452020,1FlPUD,CBlock,Y,918.0,0.0,2.0,Typical,SawyerW,1979,99500,1.0,28,918.0,Y,Typical,TA,Typical,TA,Typical,0
697,531452050,1FlPUD,CBlock,Y,0.0,1.0,1.0,Typical,SawyerW,1984,125000,1.0,443,1496.0,Y,Typical,TA,Typical,None,Typical,0
698,531452070,1FlPUD,PConc,Y,1332.0,0.0,2.0,Good,SawyerW,1990,145000,2.0,60,1332.0,Y,Good,Gd,Typical,None,Typical,0
699,531452080,1FlPUD,PConc,Y,494.0,1.0,2.0,Good,SawyerW,1990,172000,2.0,46,2302.0,Y,Good,Gd,Typical,None,Typical,0
